# Program:featureCounts v2.0.1; Command:"featureCounts" "-O" "-T" "8" "-a" "reference/D_discoideum_PASAua.gtf" "-o" "featureCounts_output.txt" "star_map/SRR1593424.bam" "star_map/SRR1593425.bam" "star_map/SRR1593426.bam" "star_map/SRR1593427.bam" "star_map/SRR1593428.bam" "star_map/SRR1593429.bam" "star_map/SRR1593430.bam" "star_map/SRR1593431.bam" "star_map/SRR1593432.bam" "star_map/SRR1593433.bam" "star_map/SRR1593434.bam" "star_map/SRR1593443.bam" "star_map/SRR1593444.bam" "star_map/SRR1593445.bam" "star_map/SRR1593446.bam" "star_map/SRR1593447.bam" "star_map/SRR1593448.bam" "star_map/SRR1593449.bam" "star_map/SRR1593450.bam" "star_map/SRR1593451.bam" "star_map/SRR1593452.bam" "star_map/SRR1593453.bam" 
Geneid	Chr	Start	End	Strand	Length	star_map/SRR1593424.bam	star_map/SRR1593425.bam	star_map/SRR1593426.bam	star_map/SRR1593427.bam	star_map/SRR1593428.bam	star_map/SRR1593429.bam	star_map/SRR1593430.bam	star_map/SRR1593431.bam	star_map/SRR1593432.bam	star_map/SRR1593433.bam	star_map/SRR1593434.bam	star_map/SRR1593443.bam	star_map/SRR1593444.bam	star_map/SRR1593445.bam	star_map/SRR1593446.bam	star_map/SRR1593447.bam	star_map/SRR1593448.bam	star_map/SRR1593449.bam	star_map/SRR1593450.bam	star_map/SRR1593451.bam	star_map/SRR1593452.bam	star_map/SRR1593453.bam
DDB_G0270978	1;1;1;1	3757657;3757778;3758313;3758751	3757680;3757800;3758375;3758811	-;-;-;-	171	310	556	1053	1141	815	251	436	425	845	482	271	871	1209	1441	1712	898	1275	2953	607	597	517	364
DDB_G0269864	1;1;1;1	3763159;3763957;3764611;3764964	3763857;3764531;3764804;3765206	-;-;-;-	1711	107	145	133	136	134	87	114	118	336	251	311	150	192	133	208	171	136	99	173	147	329	270
DDB_G0270980	1	3766207	3766864	+	658	7	4	13	10	6	2	3	7	13	49	24	11	9	13	15	13	4	7	10	11	14	32
DDB_G0269872	1;1;1	3769144;3769916;3770054	3769769;3769934;3770154	-;-;-	746	4	7	10	10	5	17	36	72	268	483	471	6	17	27	20	51	110	38	146	155	410	383
DDB_G0270982	1;1	3770799;3771235	3771045;3771407	+;+	420	11	11	24	24	25	26	36	58	92	48	43	43	33	47	48	50	43	51	52	49	77	52
DDB_G0270984	1;1;1	3772004;3772274;3772448	3772006;3772379;3772650	+;+;+	312	9986	7476	8516	7834	7584	6959	7435	6887	6007	3072	2438	15464	17660	13083	15653	12698	7108	2150	7442	7081	5691	5112
DDB_G0269874	1;1	3773813;3774026	3773932;3775073	+;+	1168	229	215	205	190	256	235	347	496	694	572	556	212	350	253	360	436	599	879	457	334	691	463
DDB_G0269876	1;1	3775691;3776514	3776388;3777740	+;+	1925	25	17	26	10	14	7	19	16	27	14	14	29	8	18	24	22	16	14	9	10	17	15
DDB_G0270678	1;1	3778203;3778960	3778865;3780924	+;+	2628	26	7	24	31	44	18	22	35	42	51	20	10	13	18	14	22	33	46	31	18	29	22
DDB_G0270680	1;1	3781297;3781923	3781827;3783053	+;+	1662	1	2	6	6	2	3	3	7	11	6	2	2	0	10	8	5	1	0	2	3	8	2
DDB_G0269878	1;1	3783828;3784199	3783834;3785196	+;+	1005	3401	672	202	544	1105	905	1198	956	786	527	379	1881	1610	324	1015	1109	922	1509	1077	865	784	722
DDB_G0269880	1	3785483	3786992	+	1510	18	4	4	6	10	6	4	9	7	3	3	17	7	5	4	9	6	0	5	7	3	7
DDB_G0269882	1	3787644	3788236	+	593	3	1	5	3	0	6	8	18	1	23	109	1	3	20	8	10	36	13	13	7	44	101
DDB_G0270986	1;1;1;1	3789005;3789249;3789360;3789964	3789085;3789256;3789871;3790079	+;+;+;+	717	9	23	22	24	26	19	29	17	18	12	25	14	28	35	63	54	50	65	20	13	28	33
DDB_G0269110	1;1;1	3795204;3795456;3795719	3795284;3795640;3796160	+;+;+	708	912	1091	1180	952	909	805	1181	1364	1983	1202	1171	730	852	1359	2323	984	563	150	992	862	1677	1851
DDB_G0270682	1;1;1	3796607;3796813;3797025	3796646;3796844;3797645	+;+;+	693	13	10	27	25	29	17	23	34	81	35	45	21	19	48	70	30	22	22	39	24	67	96
DDB_G0269884	1	3797962	3800515	+	2554	105	27	46	76	83	65	85	160	248	155	132	104	27	66	103	84	132	96	72	76	106	46
DDB_G0269886	1;1	3801076;3801282	3801142;3802258	+;+	1044	4	1	6	0	3	2	3	9	2	29	12	1	2	12	3	8	17	11	24	3	5	33
DDB_G0269888	1	3802746	3803589	+	844	4	1	3	6	1	2	3	3	13	4	8	3	0	8	6	3	3	4	3	5	5	11
DDB_G0269890	1;1	3803772;3804144	3803955;3804667	+;+	708	91	118	94	62	63	40	112	318	504	315	301	149	130	143	188	98	125	16	279	197	342	263
DDB_G0269892	1	3806488	3807977	+	1490	868	1235	435	152	169	241	136	611	1217	813	356	993	1323	845	397	345	384	367	1402	708	896	464
DDB_G0269182	1;1;1	3809035;3809485;3810004	3809310;3809865;3810441	+;+;+	1095	246	21	68	90	156	166	180	115	135	103	87	249	28	98	256	208	123	35	97	108	121	111
DDB_G0269894	1;1;1	3810811;3811109;3811498	3810939;3811390;3812262	+;+;+	1176	39	6	3	9	19	14	15	7	7	7	9	28	19	12	24	9	16	1	14	11	12	13
DDB_G0269896	1;1;1	3812473;3815567;3816966	3815437;3816399;3816990	-;-;-	3823	40	42	35	21	27	35	19	36	117	179	131	19	20	43	47	25	16	14	87	90	244	114
DDB_G0269130	1;1	3817619;3819168	3818907;3819202	-;-	1324	138	70	116	123	153	148	295	471	762	567	369	162	241	170	273	358	657	607	669	277	465	275
DDB_G0269898	1;1;1	3820454;3821473;3821705	3821379;3821610;3823469	+;+;+	2829	247	239	338	369	391	343	398	555	897	710	595	205	218	316	474	418	529	368	399	255	542	349
DDB_G0269900	1;1;1	3823854;3825091;3825590	3825003;3825482;3826081	+;+;+	2034	7	0	13	3	1	2	5	11	61	189	200	1	1	3	1	9	9	5	22	37	152	74
DDB_G0269902	1	3826435	3827580	+	1146	1	2	2	6	2	0	4	1	0	3	0	0	4	7	7	7	3	0	0	1	1	1
DDB_G0269904	1;1	3827661;3827929	3827827;3827938	-;-	177	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DDB_G0270686	1;1	3829651;3830425	3830328;3830701	-;-	955	1489	445	377	569	813	696	530	436	399	297	200	1580	786	907	1590	1169	423	118	421	653	588	394
DDB_G0269906	1;1	3831161;3831285	3831195;3831468	+;+	219	14	8	11	9	17	8	14	20	40	22	36	44	16	15	39	12	21	4	19	43	60	27
DDB_G0269908	1;1	3831638;3832322	3832214;3833000	-;-	1256	318	349	369	224	197	184	133	114	226	213	125	299	314	296	388	240	209	95	126	190	236	216
DDB_G0270990	1	3834760	3837039	+	2280	820	369	717	343	646	754	660	879	1682	1363	1288	414	390	354	641	672	714	632	1017	555	1123	724
DDB_G0270992	1;1	3837509;3838164	3838081;3841658	+;+	4068	2131	1336	1559	1966	2340	1921	1775	2935	5963	4619	3393	254	254	574	409	428	742	3897	1977	924	2452	1077
DDB_G0270994	1;1	3842009;3842949	3842825;3844717	+;+	2586	824	805	1563	1142	1117	831	1921	3360	4819	2875	1945	573	451	1020	1197	933	1728	794	1694	821	1393	836
DDB_G0270996	1;1;1	3845549;3845741;3846030	3845638;3845937;3846750	+;+;+	1008	83	98	138	153	174	133	167	130	127	138	108	116	102	233	292	231	173	284	79	86	179	137
DDB_G0269910	1;1;1	3847028;3847212;3847454	3847054;3847268;3848476	+;+;+	1107	463	1631	1715	827	571	351	284	256	308	253	224	106	680	708	242	239	264	511	220	116	349	200
DDB_G0269912	1;1	3848877;3850259	3850097;3851097	-;-	2060	655	213	344	448	485	310	497	620	1073	706	643	287	297	429	545	451	509	623	641	365	678	441
DDB_G0269914	1	3852049	3853867	-	1819	19	46	122	95	78	102	76	83	68	57	80	18	131	167	215	166	164	84	80	30	60	91
DDB_G0269916	1;1;1	3854735;3855238;3855637	3854756;3855334;3857551	+;+;+	2034	20237	16134	24755	23845	22769	19449	19259	19081	21206	17124	11998	1897	4408	10480	5478	5446	7992	25907	12191	4448	11332	6019
DDB_G0270688	1;1;1	3859398;3860085;3861387	3859982;3861293;3861680	+;+;+	2088	2	3	3	0	2	2	10	91	305	190	118	2	3	3	6	5	27	23	99	61	139	61
DDB_G0269918	1;1;1	3862624;3863472;3865020	3863385;3864920;3865313	+;+;+	2505	67	44	112	108	117	94	91	137	251	168	229	50	71	89	102	112	142	145	145	102	214	137
DDB_G0269920	1	3868318	3870952	+	2635	15	9	41	39	58	29	20	18	22	9	18	17	3	42	64	9	18	4	8	21	29	8
DDB_G0269922	1;1;1	3871046;3874123;3874998	3874033;3874766;3875086	-;-;-	3721	277	197	142	243	287	222	162	146	186	136	284	138	130	145	261	183	157	131	150	94	207	175
DDB_G0269924	1;1;1;1	3875878;3876087;3876747;3877170	3875985;3876363;3877051;3879788	+;+;+;+	3309	536	296	492	609	612	505	393	276	327	299	396	502	356	514	741	581	334	235	247	258	424	314
DDB_G0269926	1	3879999	3882178	-	2180	256	129	247	257	271	192	221	191	237	175	167	135	172	212	237	240	228	374	170	110	239	152
DDB_G0270690	1;1	3882943;3883222	3883086;3883624	-;-	547	68	32	27	55	60	35	43	38	76	53	67	105	59	91	160	51	75	43	45	61	102	94
DDB_G0269928	1;1	3884502;3884718	3884622;3885332	-;-	736	1	0	1	2	2	2	2	3	6	0	1	1	3	1	7	4	4	0	2	0	1	3
DDB_G0269930	1	3886301	3886597	+	297	0	1	0	0	0	5	8	11	7	1	2	0	1	0	0	0	4	1	1	0	1	1
DDB_G0270692	1;1;1	3887577;3888964;3889729	3888858;3889644;3890829	-;-;-	3064	75	58	86	64	70	83	43	51	125	144	184	45	38	46	37	40	45	90	56	50	138	87
DDB_G0269102	1;1;1;1	3892012;3892220;3892533;3892871	3892078;3892338;3892740;3893093	+;+;+;+	617	969	1652	3745	2696	1934	1031	1305	1075	1078	578	752	2093	3073	3772	3775	2085	1756	253	1166	1052	1401	1461
DDB_G0269932	1;1	3893359;3894442	3894297;3894780	-;-	1278	1627	540	673	451	462	372	594	1085	1734	1473	751	1214	579	607	574	607	937	987	1277	821	1020	748
DDB_G0269934	1	3897216	3903350	+	6135	1299	1832	2895	2783	3119	2250	1137	797	936	593	659	129	360	1182	557	525	351	847	517	299	877	702
DDB_G0269936	1;1	3903678;3904554	3904457;3904826	+;+	1053	26	6	12	13	20	12	14	19	22	5	7	24	4	17	19	17	14	3	12	13	14	10
DDB_G0269938	1;1	3904926;3905880	3905787;3906211	-;-	1194	0	2	1	2	0	2	1	1	1	4	2	0	0	0	1	1	2	0	2	0	0	2
DDB_G0269940	1;1	3906624;3907572	3907476;3907938	-;-	1220	2	3	17	8	11	62	513	676	951	447	157	1	2	8	25	116	370	204	338	143	238	177
DDB_G0270694	1;1	3908412;3908575	3908475;3909683	-;-	1173	119	56	128	98	116	94	156	216	288	202	178	148	142	150	202	205	171	74	227	137	259	223
DDB_G0269942	1;1;1;1;1;1;1;1	3910981;3910981;3911284;3911284;3911639;3911670;3911943;3911943	3911195;3911195;3911444;3911444;3911816;3911816;3912132;3912132	+;+;+;+;+;+;+;+	744	34	20	18	17	18	8	22	23	77	45	31	65	10	31	32	11	19	6	21	32	59	22
DDB_G0269944	1;1	3913001;3913676	3913567;3914017	+;+	909	0	0	1	0	0	0	1	0	1	0	1	1	0	1	0	0	0	0	1	0	0	1
DDB_G0295677	1;1;1;1;1;1	3914084;3914308;3914612;3914893;3915082;3915345	3914149;3914515;3914767;3914956;3915244;3915478	+;+;+;+;+;+	791	283	157	215	188	211	152	193	332	567	245	232	448	199	389	503	308	297	114	270	278	366	286
DDB_G0269946	1;1	3915595;3915929	3915833;3916001	-;-	312	41	11	7	11	21	13	23	26	48	16	21	72	46	26	63	53	44	13	49	33	36	42
DDB_G0269948	1;1;1	3916782;3917176;3917538	3916917;3917439;3919967	+;+;+	2830	1302	856	1129	960	944	809	1073	1565	2454	1621	1333	983	858	794	1241	1015	1191	427	1174	741	1308	942
DDB_G0269950	1;1	3920593;3921476	3921306;3921886	+;+	1125	241	29	71	73	83	63	80	78	83	35	24	371	53	100	166	115	151	40	44	115	40	35
DDB_G0269952	1	3922020	3922814	-	795	14	10	16	17	14	14	28	24	19	25	20	22	10	31	28	16	29	9	12	11	24	16
DDB_G0269954	1	3923641	3926025	+	2385	4	6	2	2	3	3	2	7	5	3	0	2	3	1	1	1	7	6	4	0	3	1
DDB_G0269962	1	3933879	3936314	-	2436	101	108	115	146	142	148	149	99	166	141	169	70	159	134	226	254	225	312	120	106	171	130
DDB_G0269118	1;1	3937080;3937731	3937235;3937977	+;+	403	1220	814	965	838	865	729	856	959	1122	663	594	2123	2004	1646	2402	1814	1354	202	1042	1202	1025	913
DDB_G0269964	1;1	3938859;3940675	3940605;3940930	+;+	2003	72	26	59	90	73	93	71	59	55	24	26	58	22	81	194	108	57	37	39	45	51	43
DDB_G0269966	1;1	3941559;3941725	3941619;3944056	+;+	2393	226	63	93	152	189	151	162	165	314	160	139	162	52	138	192	108	92	62	146	105	161	130
DDB_G0270698	1;1	3944438;3944804	3944688;3944996	+;+	444	27	49	69	80	71	34	89	127	161	54	37	50	45	104	91	40	164	20	41	50	75	41
DDB_G0269968	1	3945381	3946280	-	900	309	62	174	142	133	64	59	87	196	222	181	409	92	303	336	242	122	250	197	232	338	193
DDB_G0269970	1;1	3946896;3947612	3947527;3947769	-;-	790	12	28	67	77	114	127	290	274	428	209	213	15	21	112	250	176	248	15	143	80	277	333
DDB_G0269138	1;1	3949547;3949936	3949732;3950664	+;+	915	6069	4923	6146	4535	4326	3432	5027	5873	8741	6473	5637	4393	10048	9081	6761	6750	9667	15565	8769	4433	8415	7460
DDB_G0269972	1;1;1;1	3952156;3953593;3953925;3954490	3953448;3953810;3954426;3954639	-;-;-;-	2163	266	74	8	53	104	88	132	74	75	44	44	221	66	20	121	93	98	98	79	81	79	56
DDB_G0269974	1;1;1	3955268;3955868;3956044	3955762;3955953;3956544	+;+;+	1082	19	17	6	8	16	5	18	22	34	15	18	22	6	13	19	9	18	6	12	23	21	13
DDB_G0269976	1;1	3956870;3957855	3957749;3959195	+;+	2221	165	459	205	166	157	113	130	124	246	174	222	105	315	256	253	138	78	31	151	93	222	210
DDB_G0269978	1	3960032	3961552	+	1521	3	1	16	9	4	4	6	9	37	172	86	3	4	5	2	6	17	9	29	30	52	33
DDB_G0269980	1;1;1	3961980;3962215;3962984	3962101;3962764;3963491	+;+;+	1180	99	38	57	68	70	55	43	51	69	31	54	128	66	50	75	95	70	139	63	61	82	69
DDB_G0271000	1;1	3963557;3971463	3971369;3972168	-;-	8519	19	53	29	33	45	32	24	26	47	42	93	15	9	15	36	24	18	12	11	16	79	158
DDB_G0269982	1;1;1	3972815;3973690;3974609	3973532;3974518;3974826	-;-;-	1765	102	104	145	149	196	177	194	215	274	199	214	87	139	179	244	220	173	146	163	126	297	282
DDB_G0269984	1	3976328	3976917	-	590	0	0	0	0	0	0	0	3	7	1	1	3	0	0	1	0	1	0	3	1	1	1
DDB_G0269986	1	3977413	3979864	+	2452	104	18	5	27	27	16	15	15	21	5	5	79	13	5	13	18	13	11	12	31	16	9
DDB_G0294597	1;1	3979867;3980884	3980801;3981306	-;-	1358	767	43	23	33	45	39	46	39	37	30	27	1090	55	49	53	50	24	4	32	254	75	90
DDB_G0271002	1;1	3981529;3983421	3983295;3983663	-;-	2010	51	8	23	30	41	34	24	42	49	51	18	52	13	23	49	37	20	23	22	21	26	23
DDB_G0350235	1;1;1	3983950;3984280;3984456	3984164;3984359;3984636	-;-;-	476	36	21	35	34	33	25	25	27	37	21	17	91	24	56	74	19	43	4	15	39	37	37
DDB_G0269988	1;1	3984914;3985427	3985342;3985760	+;+	763	7	5	18	9	15	6	14	16	20	16	31	10	19	14	27	19	13	3	15	16	21	30
DDB_G0269990	1;1;1	3986086;3986577;3986880	3986440;3986750;3988001	+;+;+	1651	32	15	19	25	23	12	25	26	51	22	17	32	8	22	36	7	18	6	24	21	35	12
DDB_G0269992	1;1;1	3988302;3988586;3988816	3988496;3988680;3989329	+;+;+	804	145	97	202	141	167	122	267	527	987	578	436	181	239	273	325	337	524	491	878	358	696	527
DDB_G0269230	1	3989908	3990396	-	489	922	604	857	767	834	658	1197	1521	1698	960	775	1104	1510	1289	1631	1492	1564	649	1713	865	1243	1169
DDB_G0269994	1;1;1	3990838;3991432;3991838	3991296;3991746;3992127	+;+;+	1064	75	66	81	98	86	93	146	233	349	220	207	76	110	96	202	178	242	331	253	121	283	189
DDB_G0269996	1;1	3992422;3993306	3993146;3995116	+;+	2536	67	18	77	67	99	73	116	146	293	161	166	66	17	63	117	87	128	144	83	76	143	81
DDB_G0269998	1;1	3995359;3995531	3995457;3998774	+;+	3343	1	0	2	3	0	0	0	1	5	35	6	0	0	2	1	0	0	0	1	2	3	8
DDB_G0270000	1;1;1	3999090;3999576;4000076	3999485;3999976;4000752	+;+;+	1474	5	2	5	1	7	4	26	58	125	64	58	2	3	3	4	12	46	14	56	37	74	76
DDB_G0270002	1	4001122	4002462	+	1341	13	2	6	3	4	0	3	3	5	10	0	16	0	8	16	2	3	2	2	5	7	1
DDB_G0270700	1;1	4002782;4005118	4005041;4005323	+;+	2466	16	12	11	12	20	7	10	6	8	11	7	7	6	16	13	9	5	1	5	4	8	9
DDB_G0271006	1;1;1;1	4005997;4007869;4008098;4008733	4007463;4008068;4008705;4009391	-;-;-;-	2934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
DDB_G0347333	1	4009754	4010233	-	480	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	1	1	0	0
DDB_G0270004	1	4011450	4011893	-	444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DDB_G0271010	1;1;1	4014495;4014837;4015091	4014675;4014989;4015187	+;+;+	431	13	12	15	10	15	6	5	5	12	11	9	34	15	25	35	40	7	6	9	21	30	11
DDB_G0269152	1;1;1;1	4015409;4015580;4016753;4017449	4015483;4016647;4017341;4017699	-;-;-;-	1983	86	36	58	67	62	75	129	202	399	267	239	67	66	91	148	141	253	258	220	138	294	172
DDB_G0270006	1;1	4018554;4021151	4021077;4021604	-;-	2978	246	2351	1087	483	366	177	111	85	130	120	261	141	1508	627	411	140	94	75	81	96	281	256
DDB_G0270008	1;1;1	4022273;4022436;4022717	4022319;4022573;4022973	+;+;+	442	1772	5162	9146	7760	5664	4209	3140	2338	1457	1103	1485	439	4071	6206	2928	2710	2130	4752	1416	717	2338	3947
DDB_G0270012	1;1;1;1;1;1;1;1;1	4024211;4024211;4024405;4024405;4024518;4024671;4024671;4024960;4024960	4024310;4024310;4024553;4024434;4024553;4024845;4024845;4025063;4025063	+;+;+;+;+;+;+;+;+	528	690	5489	5448	3268	2124	1613	2239	3641	3556	3025	2012	1105	10125	5046	4241	4045	3073	2071	3150	1441	2320	3041
DDB_G0270014	1;1;1	4026325;4026553;4026965	4026385;4026833;4027243	+;+;+	621	98	44	58	43	57	32	79	83	162	124	139	162	69	112	109	89	102	27	161	97	161	154
DDB_G0269170	1;1	4028749;4029100	4028996;4029268	+;+	417	482	1095	1183	1177	762	402	517	375	823	509	477	912	877	1717	2282	1303	650	186	380	570	790	546
DDB_G0270016	1;1	4029381;4030287	4030197;4030383	-;-	914	2	11	32	15	8	3	3	4	11	13	15	2	6	3	8	4	5	1	5	10	14	11
DDB_G0270018	1;1	4030540;4031495	4031395;4031583	-;-	945	219	23	97	58	68	60	89	91	94	109	63	378	49	98	109	73	82	13	77	119	109	123
DDB_G0270020	1;1;1	4032241;4032586;4032848	4032493;4032734;4034165	+;+;+	1720	38	9	12	28	27	14	11	23	48	24	29	45	13	16	35	20	15	12	25	27	35	28
DDB_G0270022	1	4041280	4042649	+	1370	141	6	17	19	24	11	52	149	273	142	100	155	9	27	61	34	143	58	143	95	76	54
DDB_G0270024	1;1	4042887;4045603	4045457;4045713	-;-	2682	374	171	687	510	562	372	306	315	423	358	361	337	450	834	565	486	448	719	302	254	418	244
DDB_G0269252	1;1	4047390;4048316	4047465;4051407	+;+	3168	255	274	675	642	627	437	408	784	1359	1021	941	223	358	818	679	444	621	733	603	438	899	584
DDB_G0270026	1	4051928	4052757	+	830	312	48	36	83	110	63	89	75	140	90	58	428	136	86	184	134	109	51	100	144	109	90
DDB_G0270028	1	4053084	4054611	+	1528	973	409	298	452	476	448	520	754	1363	1161	960	633	497	453	614	464	523	233	712	508	1058	788
DDB_G0348428	1	4055932	4057992	-	2061	6	3	10	7	10	3	9	24	43	32	19	8	0	11	9	4	17	4	1	6	12	2
DDB_G0270030	1;1	4058777;4059159	4059053;4059960	+;+	1079	119	25	29	36	38	17	25	27	49	20	14	118	46	52	61	31	35	2	29	41	19	21
DDB_G0270032	1;1	4060239;4060603	4060518;4061396	+;+	1074	64	3	8	16	24	17	9	4	17	14	6	62	2	23	31	13	11	7	8	22	16	11
DDB_G0270708	1;1;1;1;1	4062615;4062934;4065617;4065826;4066008	4062817;4065518;4065757;4065906;4066239	-;-;-;-;-	3242	139	106	437	262	253	114	61	83	151	122	96	110	108	510	281	87	40	65	72	78	183	100
DDB_G0270034	1;1	4066936;4067505	4067403;4067804	+;+	768	245	437	605	496	350	392	468	704	1072	729	568	362	476	611	612	786	812	1287	411	515	750	429
DDB_G0270036	1;1	4068133;4068498	4068390;4069244	+;+	1005	163	158	175	163	148	94	175	197	372	216	168	188	335	304	373	235	254	109	283	158	252	154
DDB_G0269142	1;1	4072726;4072983	4072872;4074515	+;+	1680	800	1100	868	726	737	627	560	457	702	691	728	714	1283	917	1232	850	479	190	522	484	812	811
DDB_G0270038	1	4074913	4075435	-	523	4	2	2	3	6	3	6	3	7	2	5	4	0	2	3	8	7	14	3	4	2	4
DDB_G0270040	1;1;1;1;1	4075572;4075826;4076749;4078815;4079319	4075743;4076619;4078591;4079044;4079560	-;-;-;-;-	3281	67	31	85	75	75	48	85	142	232	127	112	56	33	59	94	74	84	33	79	60	136	65
DDB_G0270710	1	4079745	4080356	-	612	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1
DDB_G0270042	1;1;1	4082408;4088001;4089250	4087926;4089150;4089294	-;-;-	6714	577	380	352	429	567	422	381	584	1016	714	720	386	228	245	412	322	178	119	365	285	488	308
DDB_G0271014	1;1;1	4089972;4090728;4091690	4090725;4091569;4092037	+;+;+	1944	77	13	20	58	39	30	27	39	36	73	49	20	14	11	21	20	22	100	30	26	54	31
DDB_G0270044	1;1	4092193;4092868	4092741;4093605	-;-	1287	112	36	65	62	88	62	83	82	174	101	111	131	49	73	117	101	72	124	93	87	157	97
DDB_G0270046	1	4094301	4096106	+	1806	29	14	21	21	36	20	40	34	71	58	54	25	27	31	39	57	37	33	29	24	43	28
DDB_G0270718	1;1;1;1;1;1;1	4098007;4098638;4099005;4099396;4099875;4100279;4100720	4098436;4098922;4099307;4099719;4100210;4100635;4102857	+;+;+;+;+;+;+	4173	51	195	184	264	242	131	63	64	123	67	63	74	63	172	173	67	56	11	40	59	130	189
DDB_G0270048	1	4103221	4104840	+	1620	14	12	19	11	19	10	22	22	28	14	13	19	1	23	23	15	19	5	10	12	21	7
DDB_G0270050	1;1;1	4105648;4105850;4106283	4105730;4106196;4106534	+;+;+	682	80	120	81	67	53	22	8	27	64	32	28	62	410	263	230	44	13	12	34	44	76	52
DDB_G0270052	1	4106977	4111104	-	4128	14	10	43	45	41	23	26	48	85	44	19	20	11	21	19	28	54	17	21	16	33	9
DDB_G0270054	1;1	4111305;4112091	4111315;4112469	+;+	390	3	1	3	2	3	3	4	3	2	3	4	3	1	2	3	4	2	2	1	0	2	1
DDB_G0271016	1	4112718	4117573	-	4856	292	72	25	67	63	88	78	88	156	99	137	142	67	90	138	107	123	82	87	107	154	125
DDB_G0270720	1	4125800	4127359	+	1560	21	6	9	8	5	8	3	2	8	8	3	23	4	10	26	5	9	0	4	8	10	6
DDB_G0270722	1;1;1;1	4127506;4128726;4129375;4129866	4128623;4129308;4129802;4130007	-;-;-;-	2271	11	5	42	20	15	7	6	6	4	120	30	8	6	12	10	10	2	4	3	5	5	40
DDB_G0270056	1;1;1;1	4130694;4130855;4131017;4131167	4130779;4130900;4131088;4135261	-;-;-;-	4299	39	37	103	84	81	84	62	103	184	167	150	19	19	39	44	45	62	127	57	40	98	41
DDB_G0271022	1;1	4136168;4136439	4136355;4138233	+;+	1983	172	167	378	343	181	58	108	149	193	152	122	124	177	371	293	194	132	67	124	99	179	172
DDB_G0270058_DDB_G0270060	1;1;1;1;1	4143201;4143559;4144590;4145019;4150461	4143292;4144506;4144922;4145342;4152228	+;+;+;+;+	3465	9	47	7	4	8	5	2	4	6	5	12	7	24	8	11	11	3	4	1	8	4	5
DDB_G0270062	1;1;1;1	4152838;4153473;4157016;4157407	4153389;4156901;4157303;4157650	+;+;+;+	4513	77	31	122	80	54	14	11	13	50	22	21	73	25	134	102	22	22	20	20	34	50	20
DDB_G0269164	1	4173872	4175156	+	1285	144	102	138	105	105	112	187	227	369	270	186	142	222	193	250	256	258	232	274	186	334	274
DDB_G0270068	1;1	4175523;4175638	4175536;4179514	+;+	3891	56	39	94	100	114	81	49	68	129	108	97	14	16	51	45	33	35	78	30	44	84	46
DDB_G0270070	1;1	4180220;4180646	4180389;4181904	+;+	1429	1527	970	729	836	841	608	332	278	274	166	126	1335	1274	1143	1697	972	402	179	266	469	337	276
DDB_G0270072	1	4182087	4183901	-	1815	21	1	13	25	15	8	4	8	27	30	28	30	0	15	35	13	10	17	13	27	31	22
DDB_G0270074	1;1	4187072;4188577	4188442;4188779	-;-	1574	984	266	184	204	280	258	101	120	226	182	144	794	270	567	460	299	109	62	184	274	275	282
DDB_G0270076	1	4189203	4189916	-	714	0	18	3	7	10	2	5	4	5	2	2	1	0	5	4	10	1	1	4	2	3	2
DDB_G0270078	1	4191196	4191909	-	714	8	21	4	3	5	2	13	1	0	2	1	6	3	7	6	5	5	2	2	1	6	4
DDB_G0270080	1	4192479	4192823	-	345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DDB_G0270086	1;1	4194168;4194768	4194628;4194904	-;-	598	1	10	8	3	3	4	33	169	714	586	634	2	5	3	5	15	37	76	383	301	605	437
DDB_G0270088	1;1	4195392;4197216	4197113;4197263	-;-	1770	36	1474	136	108	125	91	369	1450	2742	2908	3206	40	1387	712	355	332	551	392	1572	942	3547	3344
DDB_G0270090	1	4197991	4198832	+	842	3	17	1	1	1	5	9	18	69	88	140	3	9	15	7	8	5	3	14	26	127	89
DDB_G0270092	1	4199137	4199917	+	781	0	3	4	2	0	0	0	0	1	2	3	0	6	20	1	1	0	3	1	0	0	7
DDB_G0347202	1;1;1;1;1	4201585;4201585;4202164;4202164;4202840	4201957;4201957;4202567;4202487;4203028	-;-;-;-;-	966	42	24	54	42	62	46	98	117	219	92	67	34	65	105	112	80	113	20	104	71	103	93
DDB_G0270096	1;1;1	4205386;4207327;4207869	4207258;4207731;4207990	-;-;-	2400	245	50	104	139	186	107	120	139	169	121	318	129	67	138	165	111	98	80	85	101	172	164
DDB_G0270098	1;1	4208251;4210304	4210178;4210353	-;-	1978	1087	1628	1644	1620	1463	1459	2540	5405	9122	5761	4821	757	1428	1493	2016	1782	2992	2778	4028	1981	4118	2948
DDB_G0270100	1	4212230	4214067	+	1838	4	3	7	13	6	7	3	15	34	21	28	2	6	15	16	21	19	4	14	12	12	13
