# Program:featureCounts v2.0.0; Command:featureCounts -a reference/D_discoideum_PASAua.gtf -o featureCounts/counts.txt -s 2 -T 4 merged_mapped/SI-2309-FS146-0h-h.bam merged_mapped/SI-2309-FS146-0h-i.bam merged_mapped/SI-2309-FS146-0h-j.bam merged_mapped/SI-2309-FS146-0h-k.bam merged_mapped/SI-2309-FS146-10h-h.bam merged_mapped/SI-2309-FS146-10h-i.bam merged_mapped/SI-2309-FS146-10h-j.bam merged_mapped/SI-2309-FS146-10h-k.bam merged_mapped/SI-2309-FS146-2h-h.bam merged_mapped/SI-2309-FS146-2h-i.bam merged_mapped/SI-2309-FS146-2h-j.bam merged_mapped/SI-2309-FS146-2h-k.bam merged_mapped/SI-2309-FS146-4h-h.bam merged_mapped/SI-2309-FS146-4h-i.bam merged_mapped/SI-2309-FS146-4h-j.bam merged_mapped/SI-2309-FS146-4h-k.bam merged_mapped/SI-2309-FS146-6h-h.bam merged_mapped/SI-2309-FS146-6h-i.bam merged_mapped/SI-2309-FS146-6h-j.bam merged_mapped/SI-2309-FS146-6h-k.bam merged_mapped/SI-2309-FS146-8h-h.bam merged_mapped/SI-2309-FS146-8h-i.bam merged_mapped/SI-2309-FS146-8h-j.bam merged_mapped/SI-2309-FS146-8h-k.bam																													
Geneid	Chr	Start	End	Strand	Length	merged_mapped/SI-2309-FS146-0h-h.bam	merged_mapped/SI-2309-FS146-0h-i.bam	merged_mapped/SI-2309-FS146-0h-j.bam	merged_mapped/SI-2309-FS146-0h-k.bam	merged_mapped/SI-2309-FS146-10h-h.bam	merged_mapped/SI-2309-FS146-10h-i.bam	merged_mapped/SI-2309-FS146-10h-j.bam	merged_mapped/SI-2309-FS146-10h-k.bam	merged_mapped/SI-2309-FS146-2h-h.bam	merged_mapped/SI-2309-FS146-2h-i.bam	merged_mapped/SI-2309-FS146-2h-j.bam	merged_mapped/SI-2309-FS146-2h-k.bam	merged_mapped/SI-2309-FS146-4h-h.bam	merged_mapped/SI-2309-FS146-4h-i.bam	merged_mapped/SI-2309-FS146-4h-j.bam	merged_mapped/SI-2309-FS146-4h-k.bam	merged_mapped/SI-2309-FS146-6h-h.bam	merged_mapped/SI-2309-FS146-6h-i.bam	merged_mapped/SI-2309-FS146-6h-j.bam	merged_mapped/SI-2309-FS146-6h-k.bam	merged_mapped/SI-2309-FS146-8h-h.bam	merged_mapped/SI-2309-FS146-8h-i.bam	merged_mapped/SI-2309-FS146-8h-j.bam	merged_mapped/SI-2309-FS146-8h-k.bam
DDB_G0293664	6;6;6;6;6;6	3227956;3228429;3228838;3229271;3230049;3230512	3228325;3228707;3229164;3229963;3230429;3232745	+;+;+;+;+;+	4284	0	1	4	5	2	0	4	3	3	1	3	6	1	0	0	10	3	0	9	22	2	1	3	11
DDB_G0293666	6	3235300	3236304	-	1005	0	0	0	0	521	120	210	654	0	0	0	0	0	0	0	0	1	0	0	0	9	4	6	4
DDB_G0293738	6;6	3236967;3237588	3237480;3238571	+;+	1498	277	288	336	266	4770	3493	2110	2705	2016	1333	481	160	2630	705	1014	633	2823	930	823	1354	5719	936	1936	2990
DDB_G0293668	6	3238981	3239898	+	918	4	9	7	15	229	141	130	134	21	18	6	4	19	4	23	18	26	3	18	21	116	14	59	79
DDB_G0293670	6	3241150	3242034	+	885	0	0	0	1	2	2	3	0	0	0	0	0	0	0	0	1	0	3	1	1	1	2	4	11
DDB_G0293674	6	3243242	3245134	+	1893	12168	11427	14497	22460	1272	4984	3405	826	382	645	316	119	10810	6387	26814	7428	27081	35751	32550	15802	5818	2517	5529	2648
DDB_G0293676	6;6	3246015;3246102	3246027;3246355	+;+	267	9	12	5	15	126	12	39	43	31	5	10	2	5	7	25	12	5	10	9	5	20	2	4	18
DDB_G0293678	6	3246808	3248618	+	1811	408	436	446	449	177	249	182	134	467	390	264	111	338	112	242	212	374	244	196	257	188	85	58	141
DDB_G0293680	6;6	3248899;3249304	3249202;3249395	-;-	396	215	254	314	242	377	225	259	130	246	177	176	62	256	84	451	186	378	237	255	115	583	165	483	339
DDB_G0293740	6;6;6	3249527;3250154;3250721	3250064;3250645;3251382	-;-;-	1692	34	41	60	91	34	70	36	22	78	46	15	4	47	23	94	54	61	71	91	55	41	22	32	43
DDB_G0293682	6;6;6;6	3251577;3252099;3252547;3253109	3252013;3252395;3253013;3253485	+;+;+;+	1578	112	133	218	329	44	57	39	16	89	110	26	32	127	65	81	68	99	64	149	88	36	25	41	64
DDB_G0293532	6;6;6	3253565;3256181;3257034	3255870;3256592;3257360	-;-;-	3045	1412	3889	3259	2993	12362	1397	8358	8396	3351	4413	2043	3006	2648	478	785	2883	2151	483	2189	871	1941	5718	2577	4507
DDB_G0293746	6	3265690	3266877	+	1188	0	6	6	11	680	618	315	354	3	3	3	1	7	4	27	20	35	10	16	54	1058	162	382	639
DDB_G0293748	6	3267287	3271392	+	4106	198	374	353	385	166	94	78	72	249	243	42	58	170	134	78	98	164	87	149	205	163	57	35	93
DDB_G0293750	6;6;6	3272029;3274340;3274775	3274246;3274646;3275238	+;+;+	2989	640	1113	753	882	1868	792	730	1030	952	1192	225	539	1035	219	652	707	994	425	837	583	1250	516	552	795
DDB_G0293784	6;6;6	3275581;3276091;3276704	3275973;3276480;3276854	-;-;-	934	5585	6728	5868	5975	7069	8903	3684	2392	12665	9559	11086	3494	25496	7976	21366	7625	35506	17516	11682	12451	41195	7812	13045	15178
DDB_G0293742	6;6	3277408;3277667	3277509;3278503	+;+	939	45826	132846	70577	79358	42469	9866	42880	26368	92124	116639	111561	125063	26029	5676	29928	57495	19985	4499	17756	4663	12923	43631	120616	57953
DDB_G0293752	6;6;6	3279319;3279969;3280561	3279854;3280471;3282364	+;+;+	2843	9640	15067	10026	11953	5520	11233	5044	1354	21916	22530	7106	9831	24027	9627	19091	9808	29074	11495	12919	14530	23966	11831	9507	14583
DDB_G0293754	6	3282644	3283221	+	578	0	0	1	1	85	32	36	45	0	0	0	2	0	0	2	0	11	3	4	8	160	12	58	56
DDB_G0293756	6;6	3283369;3286632	3286536;3286763	-;-	3300	1694	2335	1744	1815	513	1251	843	422	2663	2034	816	609	2249	771	1442	916	1642	1202	1235	1143	928	462	595	584
DDB_G0293786	6	3287474	3288307	-	834	0	0	0	0	10	4	7	9	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0
DDB_G0294573	6	3288367	3288726	-	360	0	0	1	0	0	0	0	1	1	1	2	0	0	0	0	0	0	0	0	0	2	0	0	0
DDB_G0293758	6	3289579	3290259	-	681	5597	8143	5234	4740	2071	1475	1011	1557	6163	5763	2326	2592	4689	1297	3191	2209	2673	1628	2188	945	1742	768	1221	1363
DDB_G0293760	6	3291080	3291424	+	345	30	50	46	44	9	15	6	3	51	39	30	10	19	8	38	18	21	18	11	5	19	2	30	11
DDB_G0293762	6;6;6;6;6;6;6	3293158;3293387;3294442;3294731;3295019;3295442;3295950	3293222;3294355;3294624;3294874;3295339;3295813;3297313	+;+;+;+;+;+;+	3418	867	677	462	599	75	374	187	59	413	297	175	112	295	99	368	155	314	265	293	145	184	89	147	141
DDB_G0293766	6	3300203	3300688	+	486	267	231	244	215	60	71	54	31	230	207	248	53	248	65	244	132	171	152	105	60	72	25	93	79
DDB_G0293768	6	3300772	3302439	-	1668	1043	1075	807	895	7524	1585	2753	3447	1068	1133	1128	735	2218	758	405	804	2482	611	1727	1587	1663	2021	1987	3041
DDB_G0293770	6;6;6;6;6;6;6	3303029;3303029;3305500;3305500;3305734;3305734;3306690	3305377;3305377;3305628;3305628;3306432;3306362;3306840	-;-;-;-;-;-;-	3328	4055	8309	5968	7190	5619	4560	4154	3034	5243	6725	2402	2634	7137	2613	2798	2863	5134	1852	4141	3239	3459	3311	2024	3432
DDB_G0293772	6;6;6;6;6	3307775;3308456;3308796;3309291;3310299	3308363;3308699;3309183;3310175;3310769	+;+;+;+;+	2577	1057	1162	962	985	555	532	357	377	1271	1039	274	145	1001	368	856	449	930	440	562	643	983	208	288	509
DDB_G0293774	6	3310894	3312411	-	1518	353	430	361	386	341	143	252	201	558	527	322	316	372	112	332	379	361	129	255	116	284	310	295	282
DDB_G0293788	6	3313981	3314364	-	384	524	607	585	462	179	115	158	74	149	105	102	31	122	56	318	107	161	210	122	39	211	79	194	146
DDB_G0293792	6;6	3318610;3318996	3318750;3320302	+;+	1448	199	250	291	255	227	375	84	166	183	179	167	127	406	147	53	77	542	231	332	426	276	110	124	224
DDB_G0293794	6;6	3321299;3321883	3321363;3322940	+;+	1123	422	521	561	539	312	709	274	250	1101	849	786	237	831	204	813	412	1002	749	582	380	744	245	599	564
DDB_G0293798	6;6	3323790;3323892	3323828;3324987	+;+	1135	197	175	145	158	175	262	147	127	451	312	229	108	514	158	214	166	626	297	235	317	483	159	183	353
DDB_G0349347	6;6	3330793;3331221	3331139;3331227	-;-	354	3	11	16	12	1625	565	615	566	13	8	3	1	11	10	39	7	86	38	45	84	1931	218	743	1040
DDB_G0293820	6	3332058	3332876	-	819	56	74	76	62	584	181	316	220	78	55	38	24	49	14	33	55	149	13	77	60	505	687	341	611
DDB_G0293800	6;6	3334534;3335199	3335080;3337077	+;+	2426	1045	1692	1564	1750	970	414	765	810	1152	1280	486	604	695	234	234	670	526	218	562	344	384	428	216	596
DDB_G0293802	6;6	3338009;3340796	3340142;3340862	-;-	2201	119	173	153	140	50404	62708	41057	31237	164	140	121	69	135	57	115	76	844	231	350	1139	71825	14844	22444	37126
DDB_G0293804	6;6	3341293;3342357	3342289;3342706	-;-	1347	509	566	589	467	393	388	136	264	201	237	168	92	736	208	88	133	656	303	484	443	223	129	165	327
DDB_G0293806	6;6	3343109;3343371	3343235;3343984	+;+	741	2	3	9	3	72	16	33	31	0	2	3	0	6	2	2	3	3	2	1	4	72	18	42	56
DDB_G0293822	6;6	3344068;3345334	3345260;3345539	-;-	1399	0	1	1	1	429	84	232	290	0	1	0	1	2	0	1	0	3	1	0	0	68	24	13	47
DDB_G0293824	6	3346216	3347790	+	1575	435	876	817	838	595	112	470	495	530	670	408	413	468	87	120	539	268	72	293	123	159	550	225	529
DDB_G0293826	6	3348925	3352736	+	3812	44	145	134	131	4911	3500	1990	2475	161	138	40	61	511	155	133	102	1094	225	308	1102	4910	1585	1147	2285
DDB_G0293808	6	3352978	3353250	-	273	0	0	0	0	356	45	133	96	0	1	0	0	0	0	0	0	1	0	1	4	23	2	10	4
DDB_G0293810	6;6	3353496;3353961	3353844;3353981	+;+	370	0	0	0	1	23	4	16	7	0	1	0	1	1	0	0	0	3	0	0	3	13	8	7	9
DDB_G0293812	6;6	3355343;3355542	3355402;3357829	+;+	2348	230	221	219	253	557	598	365	171	410	436	152	170	416	198	240	183	704	280	303	444	812	413	457	615
DDB_G0293828	6;6;6;6	3358255;3358671;3359216;3359536	3358542;3359103;3359449;3360920	+;+;+;+	2340	1736	2427	1942	2240	750	1561	772	410	3986	3201	695	432	2432	901	2194	915	1940	1333	1201	1396	1694	557	456	850
DDB_G0293814	6;6;6	3361018;3361671;3361803	3361541;3361706;3362137	-;-;-	895	0	0	0	0	674	137	258	208	0	0	0	0	0	1	1	0	6	2	5	14	589	149	329	500
DDB_G0293816	6;6	3362925;3363642	3363516;3364014	-;-	965	0	2	2	0	1192	1447	558	719	45	19	29	19	421	119	104	59	2388	500	421	1224	6544	1209	3164	3481
DDB_G0293830	6;6;6	3365828;3366625;3367003	3366524;3366908;3367131	+;+;+	1110	63	101	102	64	225	194	145	107	168	108	89	33	143	54	92	86	256	63	106	180	406	190	243	300
DDB_G0293832	6;6	3367278;3367996	3367912;3368415	-;-	1055	1	1	1	2	3224	1944	1504	1776	0	3	2	4	1	3	4	6	1	4	1	16	1875	305	710	932
DDB_G0293836	6	3369646	3371221	+	1576	107	149	136	137	25	48	74	35	100	84	132	49	150	35	202	119	73	58	79	71	61	30	56	68
DDB_G0293838	6;6;6;6;6	3371479;3371479;3372489;3372489;3372877	3372388;3372388;3372710;3372756;3373018	+;+;+;+;+	1320	17	7	14	20	48	34	34	22	39	34	9	4	29	6	19	14	63	15	14	20	112	11	27	51
DDB_G0293840	6	3374878	3375705	+	828	123	83	73	86	2494	1362	1396	2635	86	51	52	29	76	30	58	37	187	131	81	117	935	33	376	1095
DDB_G0293842	6	3375777	3376452	-	676	15	12	22	15	2	2	5	1	7	5	10	2	3	1	6	1	6	1	0	2	9	3	2	3
DDB_G0293834	6;6;6	3376642;3377021;3377324	3376898;3377237;3378171	+;+;+	1322	7492	10170	6593	6783	9261	4636	3270	3289	10162	6941	2148	2872	6708	2524	8521	3150	5028	3628	3438	2031	9679	1758	2823	3126
DDB_G0293844	6;6;6	3378445;3378709;3379215	3378589;3379118;3379841	+;+;+	1182	6153	7172	6425	6150	2749	5068	2069	1905	14830	10850	6203	2267	10982	3451	7605	4551	10712	7540	5714	5304	8485	1614	2875	4444
DDB_G0293846	6;6;6	3380322;3380666;3381010	3380330;3380905;3383976	+;+;+	3216	9	14	5	13	15	20	10	6	40	26	20	7	10	12	9	6	31	14	8	25	14	19	18	11
DDB_G0293854	6;6	3388666;3388818	3388747;3389063	+;+	328	35	34	36	38	109	54	35	19	137	104	84	20	38	17	27	19	52	22	13	18	216	38	76	66
DDB_G0293856	6	3389682	3391511	-	1830	700	637	545	596	136	390	165	136	817	508	307	136	221	64	165	164	325	317	292	221	211	99	141	254
DDB_G0293858	6	3392229	3394660	-	2432	205	250	267	207	541	544	270	346	557	458	201	83	515	194	252	203	644	298	259	456	699	171	216	326
DDB_G0293860	6;6	3395139;3395582	3395473;3396098	+;+	852	42	53	48	48	71	32	44	44	68	45	53	15	66	30	69	47	123	29	43	64	130	39	65	106
DDB_G0293862	6	3396260	3397009	-	750	471	626	439	630	4892	4705	2871	2619	1200	1121	702	679	2263	643	1899	1273	3983	1337	1569	1859	17719	3202	6881	7766
DDB_G0293864	6	3398572	3400098	+	1527	2	7	7	19	69	62	35	60	30	20	10	17	60	16	14	33	32	11	17	67	32	15	31	62
DDB_G0293866	6;6;6;6	3400165;3400661;3401477;3401953	3400587;3401380;3401836;3402164	-;-;-;-	1715	311	409	465	469	177	131	81	88	225	187	113	27	236	98	113	75	215	150	137	185	167	64	33	94
DDB_G0293868	6	3402442	3404079	-	1638	152	142	116	156	97	114	63	44	85	66	19	8	51	23	81	47	108	77	88	77	149	25	55	80
DDB_G0293850	6;6;6;6	3404910;3405126;3405309;3405766	3405019;3405229;3405689;3406189	+;+;+;+	1019	34197	36268	32612	29808	2677	7152	4232	2076	5862	6947	11518	3009	6284	2752	6311	3079	6806	9991	6612	2444	3774	1702	4041	3599
DDB_G0293870	6;6;6;6	3406393;3406393;3406747;3406747	3406399;3406399;3406925;3406925	+;+;+;+	186	0	1	0	1	17	2	14	6	1	0	1	0	0	1	0	0	0	0	0	0	2	1	0	3
DDB_G0293872	6;6	3407770;3409247	3408807;3409327	-;-	1119	12786	12354	10768	11045	1935	1516	2285	1143	2412	2960	3057	2447	3718	2053	1180	1748	1892	1300	3432	1311	598	1491	2806	2153
DDB_G0293874	6;6	3410102;3410414	3410182;3411303	+;+	971	31135	27937	22301	17712	4858	3059	2542	2311	6360	6616	4441	3412	10015	5005	1815	2337	5591	3395	3922	3256	2633	1894	1739	2197
DDB_G0293848	6;6	3411418;3411990	3411871;3412145	-;-	610	329	355	456	407	345	263	210	157	891	565	353	127	549	219	421	272	628	352	305	307	505	139	388	370
DDB_G0293876	6;6	3412404;3412798	3412696;3413152	+;+	648	610	714	781	695	819	1038	653	459	1717	1221	1068	457	1754	651	2407	1092	2585	1654	1173	1105	2574	471	1827	1664
DDB_G0293878	6	3413755	3418126	+	4372	976	2191	1670	1662	1983	3479	1210	1383	4258	3081	425	677	2323	1038	1147	1151	3013	1735	1963	3500	3157	930	571	1631
DDB_G0293880	6;6	3418217;3419020	3418914;3419380	-;-	1059	2301	2584	2330	2508	817	1004	414	628	1511	1403	1126	595	1591	536	263	469	2350	1211	1591	1543	776	324	438	806
DDB_G0293882	6	3419866	3421439	+	1574	46	70	81	94	37	67	44	15	52	60	7	7	28	9	33	37	104	64	108	60	49	41	66	105
DDB_G0293884	6;6	3421920;3423299	3423211;3423583	+;+	1577	245	280	241	264	149	185	79	67	417	344	60	60	210	113	169	105	296	187	151	163	268	63	79	121
DDB_G0293886	6	3424354	3425399	+	1046	6	2	25	25	1537	615	679	820	4	1	28	5	4	5	58	21	43	11	66	113	953	92	325	568
DDB_G0293888	6	3426309	3427418	+	1110	178	170	215	192	45	64	65	57	309	240	265	67	211	90	234	121	168	105	109	120	138	44	83	95
DDB_G0293890	6;6	3429586;3429672	3429598;3429880	+;+	222	1	2	1	2	4	1	0	0	5	10	5	2	7	3	0	5	3	0	1	0	3	1	3	1
DDB_G0293906	6;6;6	3432681;3432905;3433128	3432824;3433042;3433163	+;+;+	318	3	6	18	9	3	1	1	0	2	5	7	0	4	0	9	6	0	1	4	3	2	0	0	0
DDB_G0293902	6;6;6;6;6;6;6	3438259;3438574;3438882;3439089;3439384;3439734;3440108	3438388;3438647;3438990;3439278;3439600;3439995;3448362	+;+;+;+;+;+;+	9237	859	1288	1273	1123	92	222	100	50	1702	1337	114	114	442	254	304	183	395	232	262	374	161	76	73	104
DDB_G0293910	6;6;6	3449223;3449447;3449672	3449366;3449584;3449707	+;+;+	318	21	17	34	35	17	3	8	5	4	4	11	1	2	3	10	2	4	1	2	3	11	1	5	10
DDB_G0293912	6;6;6;6;6;6;6	3449815;3458218;3458635;3458972;3459260;3459435;3459649	3458126;3458479;3458851;3459161;3459361;3459500;3459813	-;-;-;-;-;-;-	9314	672	853	875	878	29	55	29	17	752	609	108	47	229	135	123	85	113	95	93	87	31	12	13	18
DDB_G0293958	6;6;6;6;6;6;6;6;6;6	3460612;3460823;3461322;3461665;3463156;3463525;3464050;3464221;3466096;3466342	3460725;3461097;3461556;3463032;3463446;3463963;3464114;3465996;3466257;3466395	+;+;+;+;+;+;+;+;+;+	4779	176	167	135	113	25	50	25	16	508	482	52	28	165	97	92	88	142	70	87	118	49	26	25	48
DDB_G0293974	6	3466413	3468153	-	1741	3	9	7	10	4	11	5	4	15	13	6	3	2	2	14	3	21	8	8	12	8	3	14	14
DDB_G0293914	6;6;6;6;6;6	3468362;3469168;3469350;3469775;3471146;3471357	3469078;3469255;3469696;3471013;3471251;3471415	-;-;-;-;-;-	2556	534	752	541	464	307	131	242	207	479	608	290	354	377	150	140	322	334	118	260	213	245	256	159	363
DDB_G0293916	6;6;6;6;6;6;6;6	3471672;3471958;3472122;3472589;3472861;3473430;3473863;3474499	3471877;3472026;3472510;3472783;3473342;3473755;3474411;3475867	+;+;+;+;+;+;+;+	3585	813	920	688	760	294	950	379	154	2137	1669	851	418	1810	630	1685	674	2498	1444	954	1687	1600	554	778	1009
DDB_G0293918	6;6	3475961;3479468	3479326;3479919	-;-	3818	30	45	30	35	39	64	23	36	44	28	2	3	12	8	5	13	26	12	17	32	43	18	9	39
DDB_G0293920	6;6	3481484;3481841	3481743;3484183	+;+	2603	1634	2579	2167	2272	3301	1289	2152	1590	3926	4473	693	2244	1337	444	511	1112	1027	458	1138	698	1037	1031	449	1076
DDB_G0293922	6	3484508	3485653	+	1146	79	89	90	112	30	74	49	29	135	96	60	33	72	28	88	68	147	84	74	85	81	29	76	97
DDB_G0293976	6;6;6	3485736;3486174;3486946	3486072;3486533;3487802	-;-;-	1554	34	59	49	39	114	118	96	52	154	98	60	38	122	44	100	59	79	78	89	64	110	17	63	106
DDB_G0293924	6;6	3490466;3490671	3490578;3493294	+;+	2737	2144	3190	1860	1957	9875	4957	6089	6355	2203	2491	1230	1297	7954	1877	1596	2782	6689	1985	3742	4953	5881	5297	3509	6938
DDB_G0293900	6;6;6	3493719;3495653;3497140	3495560;3497035;3497607	-;-;-	3693	230	646	485	530	1352	551	594	599	521	602	88	237	329	119	84	192	472	156	442	312	554	272	195	384
DDB_G0293978	6;6;6;6	3500268;3500845;3503431;3503706	3500326;3503295;3503614;3504488	+;+;+;+	3477	70	153	127	134	2424	2642	1579	1728	881	627	184	256	1391	468	593	519	2604	956	1392	2223	4382	1104	863	2256
DDB_G0293926	6	3504658	3506154	-	1497	100	135	149	131	39	53	40	32	212	176	102	39	199	65	185	91	192	87	107	90	94	31	71	70
DDB_G0293928	6;6;6;6	3506541;3508995;3509163;3509704	3508920;3509075;3509531;3510001	-;-;-;-	3128	675	929	712	798	363	374	344	449	3669	2530	733	1022	569	173	178	420	697	280	575	452	239	252	172	343
DDB_G0293930	6;6;6	3510935;3511113;3511759	3511019;3511663;3512104	-;-;-	982	526	606	575	596	260	566	230	171	734	525	265	133	453	144	474	219	1115	647	538	536	598	158	439	540
DDB_G0293932	6;6;6;6	3512628;3513835;3514327;3515652	3513735;3514242;3515544;3515834	+;+;+;+	2917	693	1202	1063	998	308	199	516	346	1196	1270	315	631	574	170	185	472	564	223	504	300	155	370	180	283
DDB_G0293898	6;6	3517371;3517598	3517495;3517998	+;+	526	45546	51463	35171	34625	191068	52567	38321	48513	117754	122178	101658	97290	44092	14506	7427	16096	44296	11660	19519	15843	93606	53108	90744	94647
DDB_G0293980	6;6;6;6	3518722;3518931;3519623;3520017	3518857;3519497;3519916;3520099	+;+;+;+	1080	1162	1451	871	861	530	191	354	321	1525	1138	975	340	628	162	433	158	614	333	267	187	364	191	260	199
DDB_G0293934	6;6;6	3520311;3523699;3525479	3523617;3525304;3525707	-;-;-	5142	3468	5225	3301	3726	1786	828	1551	1031	2393	2896	791	1371	2532	1037	1023	1407	1929	878	1930	1243	829	812	739	737
DDB_G0293936	6;6	3528869;3529963	3529872;3532060	-;-	3102	1575	2065	2031	2018	2073	2449	1489	1127	4395	3814	744	917	3533	1429	2191	1673	3015	1640	2034	1985	3574	949	581	1595
DDB_G0293938	6	3532334	3534137	+	1804	1487	1738	1787	1844	636	903	310	354	1780	1610	693	421	1783	748	534	448	1840	964	1188	1785	1168	426	315	559
DDB_G0293940	6	3536699	3537715	+	1017	3	3	3	5	21	39	29	19	33	20	43	15	20	8	36	18	19	15	21	18	12	2	28	17
DDB_G0293982	6;6;6	3537914;3541646;3551413	3541563;3550967;3551463	-;-;-	13023	976	2925	2567	2954	2830	2038	1314	1246	3375	3178	402	540	2597	1906	1149	929	3360	1451	1885	3387	3583	951	576	1309
DDB_G0293942	6;6	3553305;3553803	3553701;3558082	+;+	4677	215	348	339	362	5813	4908	3403	3741	380	351	124	195	1913	1028	444	532	4914	1136	2501	6019	8440	3339	1886	4871
DDB_G0293944	6;6	3558157;3558411	3558303;3558713	-;-	450	5	2	6	0	0	2	4	0	3	3	1	0	0	0	12	1	3	5	2	5	10	2	5	7
DDB_G0293946	6	3558839	3559289	+	451	211	225	293	204	221	91	165	93	148	112	159	40	107	43	179	82	134	66	110	64	250	94	157	208
DDB_G0293948	6;6	3559692;3561234	3561084;3562201	+;+	2361	29	19	19	25	492	456	262	265	654	525	232	86	180	56	153	65	201	78	88	94	458	122	131	267
DDB_G0293950	6;6;6	3562507;3562716;3563053	3562626;3562966;3563694	+;+;+	1013	716	956	828	819	105	240	198	60	222	169	155	54	328	161	320	199	311	373	247	214	236	149	195	210
DDB_G0293984	6;6;6	3563739;3564629;3568401	3564549;3567971;3568484	-;-;-	4238	65	108	93	140	142	114	76	99	113	123	19	52	116	51	26	35	102	90	109	94	51	36	32	47
DDB_G0293954	6	3570187	3570762	-	576	90	115	118	90	170	132	72	60	65	58	30	11	91	54	103	40	242	128	115	86	289	52	107	105
DDB_G0293986	6;6;6	3571398;3572110;3572509	3571962;3572401;3572734	+;+;+	1083	291	363	356	296	177	241	150	112	839	589	294	110	238	79	245	159	225	192	162	151	173	68	140	174
DDB_G0293956	6	3572844	3573197	-	354	1167	1508	1819	1642	278	665	675	255	1038	558	521	175	684	251	717	467	765	810	644	553	503	300	776	620
DDB_G0293990	6;6	3578831;3579302	3579230;3579957	-;-	1056	499	477	422	366	258	328	202	215	718	539	272	143	410	93	427	289	395	350	330	218	273	101	190	258
DDB_G0293904	6	3580985	3582880	-	1896	2990	3726	3410	3639	776	1384	1454	412	1179	989	910	806	1162	398	424	736	1012	996	1278	810	524	831	1326	1287
DDB_G0293988	6;6;6;6;6	3583268;3584930;3585864;3586268;3586588	3584844;3585790;3586147;3586500;3586669	-;-;-;-;-	3037	498	501	376	367	269	404	308	211	877	687	236	128	451	190	311	227	364	292	295	320	330	81	71	170
DDB_G0293992	6;6	3588432;3588549	3588474;3588982	+;+	477	548	568	639	453	261	215	220	170	2803	2121	1517	459	1314	415	1027	526	486	311	261	170	261	125	240	286
DDB_G0294004	6	3589297	3591516	-	2220	153	132	192	81	136	72	69	50	213	114	197	38	82	43	103	54	125	37	42	104	188	59	111	136
DDB_G0293998	6;6	3596687;3596963	3596831;3597276	+;+	459	0	0	0	0	0	5	0	2	0	0	0	0	1	0	0	0	0	2	1	3	1	0	0	1
DDB_G0294376	BF;BF	29520;29665	29558;30581	-;-	956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DDB_G0294380	BF;BF;BF;BF	34769;34932;35099;35330	34819;35001;35215;35604	+;+;+;+	513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DDB_G0294382	BF	36063	36170	+	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DDB_G0294388	BF;BF	39409;39530	39434;42518	+;+	3015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DDB_G0287215	5	3070	4182	-	1113	4082	4774	3303	3331	234	656	318	234	195	275	313	92	1424	527	800	310	969	1281	1137	433	350	191	363	359
DDB_G0287217	5;5	5138;5273	5204;8716	+;+	3511	253	334	219	204	156	185	100	96	128	111	24	12	127	35	84	50	121	49	55	104	135	44	43	144
DDB_G0287219	5;5;5;5;5;5;5;5;5	8894;8894;9130;9246;9246;9440;9440;9614;9614	9141;9055;9141;9356;9356;9502;9502;9781;9781	-;-;-;-;-;-;-;-;-	590	2189	2454	3335	3056	88445	27773	29961	23313	9845	7395	10063	2767	26069	11724	30711	11179	52892	17978	16184	20549	117132	21131	42891	59330
DDB_G0287221	5;5;5	10108;15066;16976	14977;16201;17551	-;-;-	6582	646	2459	1599	1582	6126	1302	2324	2676	1840	3323	1015	2274	2826	684	1311	1685	2243	829	1913	833	2009	1971	1918	1980
DDB_G0287251	5	19093	19836	-	744	79	58	45	35	87	39	34	53	19	11	9	5	21	5	7	12	50	19	21	21	40	21	20	58
DDB_G0287225	5	21161	23287	+	2127	274	384	351	333	227	357	177	218	317	188	101	58	332	140	418	186	590	275	325	435	492	161	277	345
DDB_G0287227	5;5	23687;23914	23824;24171	+;+	396	9546	17039	10742	12493	15746	7218	10149	6391	7144	8444	6966	5709	10223	3174	21381	7803	14250	11535	10664	3525	12724	10342	24155	11858
DDB_G0287229	5;5;5	24292;25889;26147	25812;26015;26341	-;-;-	1843	8790	7348	3867	4487	2563	6533	3987	2423	58241	40102	21340	12371	36911	10888	25978	22887	16033	18665	11317	12177	6188	3824	5371	5969
DDB_G0287231	5;5	28259;31208	31021;31517	-;-	3073	27	42	54	50	5554	2411	4329	2928	5	11	3	3	1	2	11	6	11	12	10	11	261	36	20	61
DDB_G0287233	5	32102	32764	-	663	6459	6634	6050	6270	1759	2508	1022	851	2889	2246	2806	920	4279	1607	1565	1127	5491	2782	3134	2378	5062	1207	4424	2587
DDB_G0287253	5	33384	34460	+	1077	285	267	266	268	246	282	78	96	276	218	75	43	296	103	131	114	367	236	177	255	392	63	51	125
DDB_G0287213	5	34526	35400	-	875	163	167	165	189	98	118	69	70	137	138	71	46	166	60	191	73	187	156	166	106	183	43	93	97
